time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.5400000000000027,1.63137501719,0.905465252508,22.7376976566,6.20264978254,6.27711930785,0.0,1.19164512438,0.0365356535271,5.93479186698,-0.121796641574,0.0569235416017,0.0,445.3762550391552,445.41329673053673,445.4974311599307,444.7456884816106
3.6000000000000028,1.70291496507,0.906206161012,23.0936781557,6.19507990096,6.28027956622,0.0,1.19272274404,-0.0124839934883,5.93120844124,-0.136755079816,0.0424153574002,0.0,437.987670205162,436.7809517694735,438.1071304984933,436.8463979921389
3.660000000000003,1.77446821537,0.903748769548,23.4507856732,6.18687030041,6.28285733798,0.0,1.19213830771,-0.0701753283531,5.97210472299,-0.136970092291,0.0440356840843,0.0,451.8314668288087,451.96308771393973,451.28057937410165,451.24621048263054
3.720000000000003,1.84593401962,0.897476652282,23.8123530422,6.17840071038,0.00325846382536,0.0,1.18971319101,-0.139697315195,6.07950212393,-0.151220545094,0.0802884102446,0.0,470.4857952382018,473.2868338989052,473.5337645009571,472.4186642403436
3.780000000000003,1.91718056771,0.887128706806,24.1777768439,6.17001944214,0.00814749611714,0.0,1.18471859741,-0.2060042889,6.1011053605,-0.123191216225,0.0837721891596,0.0,446.4484236435992,446.7379709764362,447.11854479842646,449.37819184270984
3.840000000000003,1.98802873844,0.872584615698,24.5450880562,6.16217575212,0.0131920821602,0.0,1.17640454559,-0.279473206888,6.14230375158,-0.153369514057,0.0846776966291,0.0,453.7433013252173,453.8216245938497,455.34105698555715,452.9038537295089
3.900000000000003,2.05826436183,0.853348238726,24.9159102846,6.15249772258,0.0177936274798,0.0,1.16428969283,-0.362605826882,6.21791311193,-0.18601230164,0.0516365155059,0.0,466.47045621545766,463.88663085711886,466.47837987285334,463.89727033827
3.960000000000003,2.12774635352,0.829353797441,25.2880244715,6.14101839082,0.0207418642628,0.0,1.1515186569,-0.438159638577,6.18592351151,-0.204891893457,0.0436028095276,0.0,432.2967009786576,431.620630667445,433.604691095515,431.9781261260685
4.020000000000002,2.19648972915,0.801148508054,25.6546365467,6.12867232843,0.0231767517393,0.0,1.13974357056,-0.5029289309,6.03514082535,-0.207576252007,0.0337279343661,0.0,391.641230253978,390.72252602321504,391.8252064458714,391.52762567773885
4.080000000000001,2.26441766588,0.768380408969,26.0154340576,6.11586756001,0.0256873374054,0.0,1.12432912233,-0.590384966031,5.99146820703,-0.228821407431,0.0544807015813,0.0,426.48115749753237,428.2513888018812,427.86389804506746,426.00321727497993
4.14,2.33128689422,0.729580776678,26.3769134726,6.10258508079,0.0287725846917,0.0,1.1043414822,-0.704170297106,6.05722044531,-0.209588039248,0.0444678837185,0.0,462.5861143775628,461.7983905561489,461.4522002606672,462.92138235098054
4.199999999999998,2.39684332325,0.683361243979,26.7441130217,6.0902676865,0.0311258862059,0.0,1.08062383222,-0.837651335955,6.18177785617,-0.197854507829,0.0258409399675,0.0,482.0868439910575,480.67767660764287,480.73448218735,481.58491505188755
4.259999999999997,2.46113060443,0.630109593429,27.1124769644,6.07827287209,0.0330612395774,0.0,1.06214404773,-0.938360965477,6.09720443589,-0.204379089278,0.0427117785912,0.0,415.4936850491112,416.97095116229946,417.47676210869434,416.86485373628847
4.319999999999996,2.52414685274,0.569833464541,27.4795396985,6.06580618957,0.0356670027744,0.0,1.0381653272,-1.07191929091,6.13764677817,-0.215614767109,0.0448269117076,0.0,457.303755182163,457.47323148575344,457.87692639443543,456.94068751190116
4.379999999999995,2.58564794126,0.501148673377,27.8496881597,6.05266922213,0.0380999261796,0.0,1.0116368777,-1.21871841827,6.19988004832,-0.22661326977,0.0302158346425,0.0,465.46781092082426,464.3234867581668,466.4280934195988,465.52297876189664
4.439999999999993,2.64559897973,0.423917152818,28.2213268028,6.03961591017,0.0398752622641,0.0,0.986583392511,-1.35677328665,6.18771131288,-0.203803179635,0.02830492052,0.0,442.81082533943163,442.6538352417001,443.2265875413958,445.0502857858488
4.499999999999992,2.70394829252,0.337765976442,28.5938380135,6.02750976062,0.0412774454099,0.0,0.958266593645,-1.51595866042,6.22862986761,-0.197989391061,0.0110070407845,0.0,461.58909214371005,460.22173084398656,461.3452267563543,461.7658665409959
4.559999999999991,2.76040743839,0.240795069791,28.9726965093,6.01528081724,0.0419030651645,0.0,0.923690963871,-1.71744023236,6.39845237232,-0.219189296014,0.00924090049082,0.0,500.65592111741296,500.52724137330614,503.40017904449246,501.8274431026001
4.6199999999999894,2.81505482969,0.133198786019,29.3553638916,6.00220563345,0.042191268839,0.0,0.89786289571,-1.87016226166,6.35682180757,-0.215498658364,-0.00601058835486,0.0,439.3356794242733,438.06892682349496,439.68853822403344,439.9467571383965
4.679999999999988,2.86814608921,0.0161802618322,29.7356279047,5.98927118899,0.0416869024506,0.0,0.871897954991,-2.03149399018,6.31827809926,-0.215725056931,-0.0136884858052,0.0,441.66946915776106,441.035736902342,440.69130079096703,440.62624476203405
4.739999999999987,2.91957184208,-0.111578852974,30.116289596,5.97603501132,0.0406335316315,0.0,0.842426183502,-2.22819843906,6.36945225076,-0.232754009378,-0.0267023737344,0.0,470.73736354466047,469.7290861953343,472.01943898558346,470.65757388807344
4.799999999999986,2.96938358643,-0.250436945051,30.4969348703,5.96190664859,0.0391689196427,0.0,0.818110919433,-2.4015131077,6.31830871728,-0.241541908656,-0.0201808167062,0.0,439.046347131388,439.58713763988095,440.7028016343325,439.9196395743989
4.859999999999984,3.0178027385,-0.39959968595,30.8734680479,5.94726036811,0.0381257012949,0.0,0.795957601669,-2.57171289018,6.23254212019,-0.249784968529,-0.0123151873937,0.0,428.891428206287,429.559190479771,429.1507172396021,428.3881239095603
4.919999999999983,3.06496987202,-0.558680402054,31.2433074204,5.93256456281,0.0370394175958,0.0,0.776339074717,-2.7321177674,6.09545602889,-0.236671680985,-0.0333805740235,0.0,413.01991000397885,411.1572679744035,410.2758696660828,411.37322702252715
4.979999999999982,3.11074681597,-0.729798473735,31.6108512566,5.91816254904,0.0349244834583,0.0,0.749815617097,-2.97290850408,6.15467539543,-0.247768323437,-0.0392741644205,0.0,477.7769607467607,477.3268607912615,478.25515052052003,477.3556809167378
5.0399999999999805,3.15507401446,-0.914674834399,31.9793080473,5.90343643372,0.032697177313,0.0,0.727988494477,-3.19075420116,6.12637952175,-0.241144052103,-0.0331322995456,0.0,453.00041226133584,453.49352764297805,451.0259535126813,451.5014513148579
